date,channel,campaign_id,campaign_name,objective,ad_set_id,ad_set_name,impressions,clicks,spend,conversions,conversion_value,cpc,currency
2024-01-03,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,2,0,133.82,0,0.0,0.0,USD
2024-01-03,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,2,0,133.82,0,0.0,0.0,USD
2024-01-03,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,78.64,0,0.0,0.0,USD
2024-01-03,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,78.64,0,0.0,0.0,USD
2024-01-04,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,5,0,169.57,0,0.0,0.0,USD
2024-01-04,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,5,0,169.57,0,0.0,0.0,USD
2024-01-04,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G003,Category Keywords,1,0,111.24,0,0.0,0.0,USD
2024-01-04,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,1,0,111.24,0,0.0,0.0,USD
2024-01-04,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,1,0,111.24,0,0.0,0.0,USD
2024-01-04,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,59.84,0,0.0,0.0,USD
2024-01-04,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,59.84,0,0.0,0.0,USD
2024-01-05,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,6,0,167.58,0,0.0,0.0,USD
2024-01-05,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,6,0,167.58,0,0.0,0.0,USD
2024-01-05,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G003,Category Keywords,1,0,111.77,0,0.0,0.0,USD
2024-01-05,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,1,0,111.77,0,0.0,0.0,USD
2024-01-05,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,1,0,111.77,0,0.0,0.0,USD
2024-01-05,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,78.77,0,0.0,0.0,USD
2024-01-05,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,78.77,0,0.0,0.0,USD
2024-01-06,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,4,0,128.58,0,0.0,0.0,USD
2024-01-06,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,4,0,128.58,0,0.0,0.0,USD
2024-01-06,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G003,Category Keywords,1,0,96.69,0,0.0,0.0,USD
2024-01-06,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,1,0,96.69,0,0.0,0.0,USD
2024-01-06,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,1,0,96.69,0,0.0,0.0,USD
2024-01-06,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,61.85,0,0.0,0.0,USD
2024-01-06,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,61.85,0,0.0,0.0,USD
2024-01-07,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,4,0,118.81,0,0.0,0.0,USD
2024-01-07,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,4,0,118.81,0,0.0,0.0,USD
2024-01-07,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G003,Category Keywords,1,0,92.39,0,0.0,0.0,USD
2024-01-07,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,1,0,92.39,0,0.0,0.0,USD
2024-01-07,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,1,0,92.39,0,0.0,0.0,USD
2024-01-07,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,65.87,0,0.0,0.0,USD
2024-01-07,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,65.87,0,0.0,0.0,USD
2024-01-08,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,5,0,145.84,0,0.0,0.0,USD
2024-01-08,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,5,0,145.84,0,0.0,0.0,USD
2024-01-08,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G003,Category Keywords,1,0,110.97,0,0.0,0.0,USD
2024-01-08,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,1,0,110.97,0,0.0,0.0,USD
2024-01-08,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,1,0,110.97,0,0.0,0.0,USD
2024-01-08,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,79.87,0,0.0,0.0,USD
2024-01-08,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,79.87,0,0.0,0.0,USD
2024-01-09,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,4,0,139.77,0,0.0,0.0,USD
2024-01-09,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,4,0,139.77,0,0.0,0.0,USD
2024-01-09,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G003,Category Keywords,1,0,125.16,0,0.0,0.0,USD
2024-01-09,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,1,0,125.16,0,0.0,0.0,USD
2024-01-09,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,1,0,125.16,0,0.0,0.0,USD
2024-01-09,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,71.21,0,0.0,0.0,USD
2024-01-09,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,71.21,0,0.0,0.0,USD
2024-01-10,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,5,0,154.57,0,0.0,0.0,USD
2024-01-10,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,5,0,154.57,0,0.0,0.0,USD
2024-01-10,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G003,Category Keywords,2,0,118.41,0,0.0,0.0,USD
2024-01-10,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,2,0,118.41,0,0.0,0.0,USD
2024-01-10,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,2,0,118.41,0,0.0,0.0,USD
2024-01-10,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,77.28,0,0.0,0.0,USD
2024-01-10,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,77.28,0,0.0,0.0,USD
2024-01-11,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,6,0,174.02,0,0.0,0.0,USD
2024-01-11,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,6,0,174.02,0,0.0,0.0,USD
2024-01-11,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G003,Category Keywords,1,0,117.5,0,0.0,0.0,USD
2024-01-11,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,1,0,117.5,0,0.0,0.0,USD
2024-01-11,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,1,0,117.5,0,0.0,0.0,USD
2024-01-11,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,73.03,0,0.0,0.0,USD
2024-01-11,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,73.03,0,0.0,0.0,USD
2024-01-12,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,4,0,131.75,0,0.0,0.0,USD
2024-01-12,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,4,0,131.75,0,0.0,0.0,USD
2024-01-12,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G003,Category Keywords,2,0,135.66,0,0.0,0.0,USD
2024-01-12,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,2,0,135.66,0,0.0,0.0,USD
2024-01-12,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,2,0,135.66,0,0.0,0.0,USD
2024-01-12,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,68.44,0,0.0,0.0,USD
2024-01-12,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,68.44,0,0.0,0.0,USD
2024-01-13,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,5,0,146.26,0,0.0,0.0,USD
2024-01-13,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,5,0,146.26,0,0.0,0.0,USD
2024-01-13,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G003,Category Keywords,1,0,105.97,0,0.0,0.0,USD
2024-01-13,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,1,0,105.97,0,0.0,0.0,USD
2024-01-13,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,1,0,105.97,0,0.0,0.0,USD
2024-01-13,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,70.8,0,0.0,0.0,USD
2024-01-13,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,70.8,0,0.0,0.0,USD
2024-01-14,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,3,0,111.01,0,0.0,0.0,USD
2024-01-14,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,3,0,111.01,0,0.0,0.0,USD
2024-01-14,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G003,Category Keywords,1,0,118.52,0,0.0,0.0,USD
2024-01-14,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,1,0,118.52,0,0.0,0.0,USD
2024-01-14,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,1,0,118.52,0,0.0,0.0,USD
2024-01-14,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,56.75,0,0.0,0.0,USD
2024-01-14,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,56.75,0,0.0,0.0,USD
2024-01-15,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,5,0,163.19,0,0.0,0.0,USD
2024-01-15,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,5,0,163.19,0,0.0,0.0,USD
2024-01-15,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G003,Category Keywords,2,0,126.28,0,0.0,0.0,USD
2024-01-15,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,2,0,126.28,0,0.0,0.0,USD
2024-01-15,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,2,0,126.28,0,0.0,0.0,USD
2024-01-15,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,70.93,0,0.0,0.0,USD
2024-01-15,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,70.93,0,0.0,0.0,USD
2024-01-16,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,5,0,169.33,0,0.0,0.0,USD
2024-01-16,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,5,0,169.33,0,0.0,0.0,USD
2024-01-16,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G003,Category Keywords,1,0,133.21,0,0.0,0.0,USD
2024-01-16,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,1,0,133.21,0,0.0,0.0,USD
2024-01-16,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,1,0,133.21,0,0.0,0.0,USD
2024-01-16,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,66.88,0,0.0,0.0,USD
2024-01-16,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,66.88,0,0.0,0.0,USD
2024-01-17,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,4,0,136.17,0,0.0,0.0,USD
2024-01-17,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,4,0,136.17,0,0.0,0.0,USD
2024-01-17,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G003,Category Keywords,1,0,120.03,0,0.0,0.0,USD
2024-01-17,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,1,0,120.03,0,0.0,0.0,USD
2024-01-17,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,1,0,120.03,0,0.0,0.0,USD
2024-01-17,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,64.22,0,0.0,0.0,USD
2024-01-17,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,64.22,0,0.0,0.0,USD
2024-01-18,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,4,0,149.8,0,0.0,0.0,USD
2024-01-18,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,4,0,149.8,0,0.0,0.0,USD
2024-01-18,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G003,Category Keywords,1,0,138.49,0,0.0,0.0,USD
2024-01-18,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,1,0,138.49,0,0.0,0.0,USD
2024-01-18,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,1,0,138.49,0,0.0,0.0,USD
2024-01-18,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,76.2,0,0.0,0.0,USD
2024-01-18,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,76.2,0,0.0,0.0,USD
2024-01-19,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,5,0,171.98,0,0.0,0.0,USD
2024-01-19,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,5,0,171.98,0,0.0,0.0,USD
2024-01-19,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G003,Category Keywords,2,0,146.41,0,0.0,0.0,USD
2024-01-19,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,2,0,146.41,0,0.0,0.0,USD
2024-01-19,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,2,0,146.41,0,0.0,0.0,USD
2024-01-19,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,65.97,0,0.0,0.0,USD
2024-01-19,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,65.97,0,0.0,0.0,USD
2024-01-20,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,4,0,143.56,0,0.0,0.0,USD
2024-01-20,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,4,0,143.56,0,0.0,0.0,USD
2024-01-20,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G003,Category Keywords,2,0,123.48,0,0.0,0.0,USD
2024-01-20,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,2,0,123.48,0,0.0,0.0,USD
2024-01-20,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,2,0,123.48,0,0.0,0.0,USD
2024-01-20,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,60.76,0,0.0,0.0,USD
2024-01-20,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,60.76,0,0.0,0.0,USD
2024-01-21,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,3,0,122.64,0,0.0,0.0,USD
2024-01-21,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,3,0,122.64,0,0.0,0.0,USD
2024-01-21,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G003,Category Keywords,1,0,98.8,0,0.0,0.0,USD
2024-01-21,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,1,0,98.8,0,0.0,0.0,USD
2024-01-21,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,1,0,98.8,0,0.0,0.0,USD
2024-01-21,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,52.86,0,0.0,0.0,USD
2024-01-21,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,52.86,0,0.0,0.0,USD
2024-01-22,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,4,0,134.27,0,0.0,0.0,USD
2024-01-22,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,4,0,134.27,0,0.0,0.0,USD
2024-01-22,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G003,Category Keywords,1,0,126.3,0,0.0,0.0,USD
2024-01-22,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,1,0,126.3,0,0.0,0.0,USD
2024-01-22,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,1,0,126.3,0,0.0,0.0,USD
2024-01-22,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,69.39,0,0.0,0.0,USD
2024-01-22,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,69.39,0,0.0,0.0,USD
2024-01-23,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,4,0,134.61,0,0.0,0.0,USD
2024-01-23,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,4,0,134.61,0,0.0,0.0,USD
2024-01-23,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G003,Category Keywords,2,0,128.99,0,0.0,0.0,USD
2024-01-23,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,2,0,128.99,0,0.0,0.0,USD
2024-01-23,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,2,0,128.99,0,0.0,0.0,USD
2024-01-23,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,67.02,0,0.0,0.0,USD
2024-01-23,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,67.02,0,0.0,0.0,USD
2024-01-24,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,5,0,163.41,0,0.0,0.0,USD
2024-01-24,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,5,0,163.41,0,0.0,0.0,USD
2024-01-24,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G003,Category Keywords,1,0,121.26,0,0.0,0.0,USD
2024-01-24,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,1,0,121.26,0,0.0,0.0,USD
2024-01-24,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,1,0,121.26,0,0.0,0.0,USD
2024-01-24,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,65.1,0,0.0,0.0,USD
2024-01-24,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,65.1,0,0.0,0.0,USD
2024-01-25,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,5,0,164.03,0,0.0,0.0,USD
2024-01-25,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,5,0,164.03,0,0.0,0.0,USD
2024-01-25,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G003,Category Keywords,2,0,120.46,0,0.0,0.0,USD
2024-01-25,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,2,0,120.46,0,0.0,0.0,USD
2024-01-25,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,2,0,120.46,0,0.0,0.0,USD
2024-01-25,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,73.07,0,0.0,0.0,USD
2024-01-25,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,73.07,0,0.0,0.0,USD
2024-01-26,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,5,0,172.41,0,0.0,0.0,USD
2024-01-26,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,5,0,172.41,0,0.0,0.0,USD
2024-01-26,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G003,Category Keywords,2,0,132.29,0,0.0,0.0,USD
2024-01-26,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,2,0,132.29,0,0.0,0.0,USD
2024-01-26,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,2,0,132.29,0,0.0,0.0,USD
2024-01-26,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,74.25,0,0.0,0.0,USD
2024-01-26,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,74.25,0,0.0,0.0,USD
2024-01-27,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,4,0,152.9,0,0.0,0.0,USD
2024-01-27,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,4,0,152.9,0,0.0,0.0,USD
2024-01-27,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G003,Category Keywords,1,0,98.52,0,0.0,0.0,USD
2024-01-27,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,1,0,98.52,0,0.0,0.0,USD
2024-01-27,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,1,0,98.52,0,0.0,0.0,USD
2024-01-27,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,64.14,0,0.0,0.0,USD
2024-01-27,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,64.14,0,0.0,0.0,USD
2024-01-28,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,4,0,117.35,0,0.0,0.0,USD
2024-01-28,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,4,0,117.35,0,0.0,0.0,USD
2024-01-28,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G003,Category Keywords,2,0,123.11,0,0.0,0.0,USD
2024-01-28,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G004,Competitor Keywords,2,0,123.11,0,0.0,0.0,USD
2024-01-28,google_ads,GOOG_002,Search — Non-Brand,traffic,AS_G005,Long-tail Informational,2,0,123.11,0,0.0,0.0,USD
2024-01-28,google_ads,GOOG_003,Display Remarketing,awareness,AS_G006,All Website Visitors — 30d,1,0,62.06,0,0.0,0.0,USD
2024-01-28,google_ads,GOOG_003,Display Remarketing,awareness,AS_G007,YouTube Viewers,1,0,62.06,0,0.0,0.0,USD
2024-01-29,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G001,Exact Match — Brand,5,0,170.1,0,0.0,0.0,USD
2024-01-29,google_ads,GOOG_001,Search — Brand Keywords,conversion,AS_G002,Phrase Match — Brand + Product,5,0,170.1,0,0.0,0.0,USD
