date,channel,campaign_id,campaign_name,objective,ad_set_id,ad_set_name,impressions,clicks,spend,conversions,conversion_value,cpc,currency
2024-01-11,meta,META_002,Retargeting — Website Visitors,conversion,AS_M005,Add to Cart — 14d,4594,208,78.81,5,266.54,0.3789,USD
2024-01-11,meta,META_003,Seasonal Promotions,conversion,AS_M006,Holiday Bundle Promo,3824,121,72.51,2,96.87,0.5993,USD
2024-01-11,meta,META_003,Seasonal Promotions,conversion,AS_M007,Back to School,3824,121,72.51,2,96.87,0.5993,USD
2024-01-11,meta,META_003,Seasonal Promotions,conversion,AS_M008,Summer Sale,3824,121,72.51,2,96.87,0.5993,USD
2024-01-12,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M001,Lookalike 1% — Purchasers,6188,181,89.64,2,92.69,0.4952,USD
2024-01-12,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M002,Interest — Fitness & Wellness,6188,181,89.64,2,92.69,0.4952,USD
2024-01-12,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M003,Broad 25-44,6188,181,89.64,2,92.69,0.4952,USD
2024-01-12,meta,META_002,Retargeting — Website Visitors,conversion,AS_M004,Viewed Product — 7d,3842,155,74.09,4,225.44,0.478,USD
2024-01-12,meta,META_002,Retargeting — Website Visitors,conversion,AS_M005,Add to Cart — 14d,3842,155,74.09,4,225.44,0.478,USD
2024-01-12,meta,META_003,Seasonal Promotions,conversion,AS_M006,Holiday Bundle Promo,4462,160,76.47,3,173.13,0.4779,USD
2024-01-12,meta,META_003,Seasonal Promotions,conversion,AS_M007,Back to School,4462,160,76.47,3,173.13,0.4779,USD
2024-01-12,meta,META_003,Seasonal Promotions,conversion,AS_M008,Summer Sale,4462,160,76.47,3,173.13,0.4779,USD
2024-01-13,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M001,Lookalike 1% — Purchasers,6303,178,105.56,2,118.41,0.593,USD
2024-01-13,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M002,Interest — Fitness & Wellness,6303,178,105.56,2,118.41,0.593,USD
2024-01-13,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M003,Broad 25-44,6303,178,105.56,2,118.41,0.593,USD
2024-01-13,meta,META_002,Retargeting — Website Visitors,conversion,AS_M004,Viewed Product — 7d,5143,227,79.0,7,462.94,0.348,USD
2024-01-13,meta,META_002,Retargeting — Website Visitors,conversion,AS_M005,Add to Cart — 14d,5143,227,79.0,7,462.94,0.348,USD
2024-01-13,meta,META_003,Seasonal Promotions,conversion,AS_M006,Holiday Bundle Promo,3672,140,68.44,3,179.26,0.4889,USD
2024-01-13,meta,META_003,Seasonal Promotions,conversion,AS_M007,Back to School,3672,140,68.44,3,179.26,0.4889,USD
2024-01-13,meta,META_003,Seasonal Promotions,conversion,AS_M008,Summer Sale,3672,140,68.44,3,179.26,0.4889,USD
2024-01-14,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M001,Lookalike 1% — Purchasers,6886,175,101.67,2,104.38,0.581,USD
2024-01-14,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M002,Interest — Fitness & Wellness,6886,175,101.67,2,104.38,0.581,USD
2024-01-14,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M003,Broad 25-44,6886,175,101.67,2,104.38,0.581,USD
2024-01-14,meta,META_002,Retargeting — Website Visitors,conversion,AS_M004,Viewed Product — 7d,5407,229,91.88,8,529.83,0.4012,USD
2024-01-14,meta,META_002,Retargeting — Website Visitors,conversion,AS_M005,Add to Cart — 14d,5407,229,91.88,8,529.83,0.4012,USD
2024-01-14,meta,META_003,Seasonal Promotions,conversion,AS_M006,Holiday Bundle Promo,3705,138,68.97,3,211.77,0.4998,USD
2024-01-14,meta,META_003,Seasonal Promotions,conversion,AS_M007,Back to School,3705,138,68.97,3,211.77,0.4998,USD
2024-01-14,meta,META_003,Seasonal Promotions,conversion,AS_M008,Summer Sale,3705,138,68.97,3,211.77,0.4998,USD
2024-01-15,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M001,Lookalike 1% — Purchasers,4160,125,75.74,1,64.62,0.6059,USD
2024-01-15,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M002,Interest — Fitness & Wellness,4160,125,75.74,1,64.62,0.6059,USD
2024-01-15,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M003,Broad 25-44,4160,125,75.74,1,64.62,0.6059,USD
2024-01-15,meta,META_002,Retargeting — Website Visitors,conversion,AS_M004,Viewed Product — 7d,4005,181,73.91,6,466.09,0.4083,USD
2024-01-15,meta,META_002,Retargeting — Website Visitors,conversion,AS_M005,Add to Cart — 14d,4005,181,73.91,6,466.09,0.4083,USD
2024-01-15,meta,META_003,Seasonal Promotions,conversion,AS_M006,Holiday Bundle Promo,4481,169,64.1,3,206.23,0.3793,USD
2024-01-15,meta,META_003,Seasonal Promotions,conversion,AS_M007,Back to School,4481,169,64.1,3,206.23,0.3793,USD
2024-01-15,meta,META_003,Seasonal Promotions,conversion,AS_M008,Summer Sale,4481,169,64.1,3,206.23,0.3793,USD
2024-01-16,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M001,Lookalike 1% — Purchasers,4499,125,81.3,1,55.62,0.6504,USD
2024-01-16,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M002,Interest — Fitness & Wellness,4499,125,81.3,1,55.62,0.6504,USD
2024-01-16,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M003,Broad 25-44,4499,125,81.3,1,55.62,0.6504,USD
2024-01-16,meta,META_002,Retargeting — Website Visitors,conversion,AS_M004,Viewed Product — 7d,5736,244,85.88,8,644.47,0.352,USD
2024-01-16,meta,META_002,Retargeting — Website Visitors,conversion,AS_M005,Add to Cart — 14d,5736,244,85.88,8,644.47,0.352,USD
2024-01-16,meta,META_003,Seasonal Promotions,conversion,AS_M006,Holiday Bundle Promo,5015,192,74.81,4,225.07,0.3896,USD
2024-01-16,meta,META_003,Seasonal Promotions,conversion,AS_M007,Back to School,5015,192,74.81,4,225.07,0.3896,USD
2024-01-16,meta,META_003,Seasonal Promotions,conversion,AS_M008,Summer Sale,5015,192,74.81,4,225.07,0.3896,USD
2024-01-17,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M001,Lookalike 1% — Purchasers,5852,167,87.36,2,117.97,0.5231,USD
2024-01-17,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M002,Interest — Fitness & Wellness,5852,167,87.36,2,117.97,0.5231,USD
2024-01-17,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M003,Broad 25-44,5852,167,87.36,2,117.97,0.5231,USD
2024-01-17,meta,META_002,Retargeting — Website Visitors,conversion,AS_M004,Viewed Product — 7d,4730,185,82.85,6,478.68,0.4478,USD
2024-01-17,meta,META_002,Retargeting — Website Visitors,conversion,AS_M005,Add to Cart — 14d,4730,185,82.85,6,478.68,0.4478,USD
2024-01-17,meta,META_003,Seasonal Promotions,conversion,AS_M006,Holiday Bundle Promo,3365,124,58.61,3,199.6,0.4727,USD
2024-01-17,meta,META_003,Seasonal Promotions,conversion,AS_M007,Back to School,3365,124,58.61,3,199.6,0.4727,USD
2024-01-17,meta,META_003,Seasonal Promotions,conversion,AS_M008,Summer Sale,3365,124,58.61,3,199.6,0.4727,USD
2024-01-18,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M001,Lookalike 1% — Purchasers,4218,118,77.9,1,51.22,0.6602,USD
2024-01-18,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M002,Interest — Fitness & Wellness,4218,118,77.9,1,51.22,0.6602,USD
2024-01-18,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M003,Broad 25-44,4218,118,77.9,1,51.22,0.6602,USD
2024-01-18,meta,META_002,Retargeting — Website Visitors,conversion,AS_M004,Viewed Product — 7d,4644,198,72.58,6,476.97,0.3666,USD
2024-01-18,meta,META_002,Retargeting — Website Visitors,conversion,AS_M005,Add to Cart — 14d,4644,198,72.58,6,476.97,0.3666,USD
2024-01-18,meta,META_003,Seasonal Promotions,conversion,AS_M006,Holiday Bundle Promo,3514,128,58.89,3,225.53,0.4601,USD
2024-01-18,meta,META_003,Seasonal Promotions,conversion,AS_M007,Back to School,3514,128,58.89,3,225.53,0.4601,USD
2024-01-18,meta,META_003,Seasonal Promotions,conversion,AS_M008,Summer Sale,3514,128,58.89,3,225.53,0.4601,USD
2024-01-19,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M001,Lookalike 1% — Purchasers,4645,138,77.51,2,103.17,0.5617,USD
2024-01-19,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M002,Interest — Fitness & Wellness,4645,138,77.51,2,103.17,0.5617,USD
2024-01-19,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M003,Broad 25-44,4645,138,77.51,2,103.17,0.5617,USD
2024-01-19,meta,META_002,Retargeting — Website Visitors,conversion,AS_M004,Viewed Product — 7d,5472,230,92.49,8,532.72,0.4021,USD
2024-01-19,meta,META_002,Retargeting — Website Visitors,conversion,AS_M005,Add to Cart — 14d,5472,230,92.49,8,532.72,0.4021,USD
2024-01-19,meta,META_003,Seasonal Promotions,conversion,AS_M006,Holiday Bundle Promo,3839,141,72.01,3,202.19,0.5107,USD
2024-01-19,meta,META_003,Seasonal Promotions,conversion,AS_M007,Back to School,3839,141,72.01,3,202.19,0.5107,USD
2024-01-19,meta,META_003,Seasonal Promotions,conversion,AS_M008,Summer Sale,3839,141,72.01,3,202.19,0.5107,USD
2024-01-20,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M001,Lookalike 1% — Purchasers,4864,137,89.81,2,138.3,0.6555,USD
2024-01-20,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M002,Interest — Fitness & Wellness,4864,137,89.81,2,138.3,0.6555,USD
2024-01-20,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M003,Broad 25-44,4864,137,89.81,2,138.3,0.6555,USD
2024-01-20,meta,META_002,Retargeting — Website Visitors,conversion,AS_M004,Viewed Product — 7d,4742,208,88.77,7,617.56,0.4268,USD
2024-01-20,meta,META_002,Retargeting — Website Visitors,conversion,AS_M005,Add to Cart — 14d,4742,208,88.77,7,617.56,0.4268,USD
2024-01-20,meta,META_003,Seasonal Promotions,conversion,AS_M006,Holiday Bundle Promo,4784,153,69.47,4,279.32,0.4541,USD
2024-01-20,meta,META_003,Seasonal Promotions,conversion,AS_M007,Back to School,4784,153,69.47,4,279.32,0.4541,USD
2024-01-20,meta,META_003,Seasonal Promotions,conversion,AS_M008,Summer Sale,4784,153,69.47,4,279.32,0.4541,USD
2024-01-21,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M001,Lookalike 1% — Purchasers,4732,137,81.08,2,112.13,0.5918,USD
2024-01-21,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M002,Interest — Fitness & Wellness,4732,137,81.08,2,112.13,0.5918,USD
2024-01-21,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M003,Broad 25-44,4732,137,81.08,2,112.13,0.5918,USD
2024-01-21,meta,META_002,Retargeting — Website Visitors,conversion,AS_M004,Viewed Product — 7d,5607,214,98.37,7,467.33,0.4597,USD
2024-01-21,meta,META_002,Retargeting — Website Visitors,conversion,AS_M005,Add to Cart — 14d,5607,214,98.37,7,467.33,0.4597,USD
2024-01-21,meta,META_003,Seasonal Promotions,conversion,AS_M006,Holiday Bundle Promo,5015,167,76.32,3,214.82,0.457,USD
2024-01-21,meta,META_003,Seasonal Promotions,conversion,AS_M007,Back to School,5015,167,76.32,3,214.82,0.457,USD
2024-01-21,meta,META_003,Seasonal Promotions,conversion,AS_M008,Summer Sale,5015,167,76.32,3,214.82,0.457,USD
2024-01-22,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M001,Lookalike 1% — Purchasers,6160,170,87.47,2,142.4,0.5145,USD
2024-01-22,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M002,Interest — Fitness & Wellness,6160,170,87.47,2,142.4,0.5145,USD
2024-01-22,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M003,Broad 25-44,6160,170,87.47,2,142.4,0.5145,USD
2024-01-22,meta,META_002,Retargeting — Website Visitors,conversion,AS_M004,Viewed Product — 7d,4795,184,92.92,7,460.94,0.505,USD
2024-01-22,meta,META_002,Retargeting — Website Visitors,conversion,AS_M005,Add to Cart — 14d,4795,184,92.92,7,460.94,0.505,USD
2024-01-22,meta,META_003,Seasonal Promotions,conversion,AS_M006,Holiday Bundle Promo,4560,165,64.61,4,287.53,0.3916,USD
2024-01-22,meta,META_003,Seasonal Promotions,conversion,AS_M007,Back to School,4560,165,64.61,4,287.53,0.3916,USD
2024-01-22,meta,META_003,Seasonal Promotions,conversion,AS_M008,Summer Sale,4560,165,64.61,4,287.53,0.3916,USD
2024-01-23,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M001,Lookalike 1% — Purchasers,6331,177,94.52,2,140.58,0.534,USD
2024-01-23,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M002,Interest — Fitness & Wellness,6331,177,94.52,2,140.58,0.534,USD
2024-01-23,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M003,Broad 25-44,6331,177,94.52,2,140.58,0.534,USD
2024-01-23,meta,META_002,Retargeting — Website Visitors,conversion,AS_M004,Viewed Product — 7d,4300,190,79.67,7,583.52,0.4193,USD
2024-01-23,meta,META_002,Retargeting — Website Visitors,conversion,AS_M005,Add to Cart — 14d,4300,190,79.67,7,583.52,0.4193,USD
2024-01-23,meta,META_003,Seasonal Promotions,conversion,AS_M006,Holiday Bundle Promo,3873,138,69.11,3,173.63,0.5008,USD
2024-01-23,meta,META_003,Seasonal Promotions,conversion,AS_M007,Back to School,3873,138,69.11,3,173.63,0.5008,USD
2024-01-23,meta,META_003,Seasonal Promotions,conversion,AS_M008,Summer Sale,3873,138,69.11,3,173.63,0.5008,USD
2024-01-24,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M001,Lookalike 1% — Purchasers,6390,184,96.48,2,107.1,0.5243,USD
2024-01-24,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M002,Interest — Fitness & Wellness,6390,184,96.48,2,107.1,0.5243,USD
2024-01-24,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M003,Broad 25-44,6390,184,96.48,2,107.1,0.5243,USD
2024-01-24,meta,META_002,Retargeting — Website Visitors,conversion,AS_M004,Viewed Product — 7d,4153,170,81.73,6,544.79,0.4808,USD
2024-01-24,meta,META_002,Retargeting — Website Visitors,conversion,AS_M005,Add to Cart — 14d,4153,170,81.73,6,544.79,0.4808,USD
2024-01-24,meta,META_003,Seasonal Promotions,conversion,AS_M006,Holiday Bundle Promo,5268,195,76.98,4,232.87,0.3948,USD
2024-01-24,meta,META_003,Seasonal Promotions,conversion,AS_M007,Back to School,5268,195,76.98,4,232.87,0.3948,USD
2024-01-24,meta,META_003,Seasonal Promotions,conversion,AS_M008,Summer Sale,5268,195,76.98,4,232.87,0.3948,USD
2024-01-25,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M001,Lookalike 1% — Purchasers,5713,169,92.9,2,100.39,0.5497,USD
2024-01-25,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M002,Interest — Fitness & Wellness,5713,169,92.9,2,100.39,0.5497,USD
2024-01-25,meta,META_001,Brand Awareness Q1-Q4,awareness,AS_M003,Broad 25-44,5713,169,92.9,2,100.39,0.5497,USD
2024-01-25,meta,META_002,Retargeting — Website Visitors,conversion,AS_M004,Viewed Product — 7d,4421,192,79.94,7,585.04,0.4164,USD
2024-01-25,meta,META_002,Retargeting — Website Visitors,conversion,AS_M005,Add to Cart — 14d,4421,192,79.94,7,585.04,0.4164,USD
2024-01-25,meta,META_003,Seasonal Promotions,conversion,AS_M006,Holiday Bundle Promo,4492,154,73.05,3,203.28,0.4744,USD
